IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.06,,,0,,0.34,0.058 [0 – 0.34],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.06,,,0,,0.2,0.062 [0 – 0.2],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,SLE,Sierra Leone,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.08,,,0,,0.23,0.078 [0 – 0.23],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2010,false,Sex,Male,MLE,,,,,,,,,,0.08,,,0,,0.3,0.079 [0 – 0.3],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.08,,,0,,0.4,0.079 [0 – 0.4],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,GIN,Guinea,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.09,,,0.0007,,0.26,0.088 [0.000 7 – 0.26],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.10,,,0,,0.44,0.1 [0 – 0.44],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.10,,,0,,0.46,0.1 [0 – 0.46],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2010,false,Sex,Male,MLE,,,,,,,,,,0.10,,,0,,0.6,0.1 [0 – 0.6],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,SEN,Senegal,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.11,,,0,,0.31,0.11 [0 – 0.31],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,DZA,Algeria,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.11,,,0.0006,,0.28,0.11 [0.000 6 – 0.28],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.11,,,0.003,,0.29,0.11 [0.003 – 0.29],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.12,,,0,,0.3,0.12 [0 – 0.3],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.12,,,0,,0.33,0.12 [0 – 0.33],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2010,false,Sex,Male,MLE,,,,,,,,,,0.13,,,0,,0.67,0.13 [0 – 0.67],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.16,,,0,,0.41,0.16 [0 – 0.41],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,NER,Niger,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.17,,,0,,0.58,0.17 [0 – 0.58],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.17,,,0.015,,0.39,0.17 [0.015 – 0.39],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2010,false,Sex,Male,MLE,,,,,,,,,,0.18,,,0,,0.78,0.18 [0 – 0.78],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,TJK,Tajikistan,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.19,,,0.013,,0.41,0.19 [0.013 – 0.41],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,COM,Comoros,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.20,,,0,,0.67,0.2 [0 – 0.67],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.20,,,0,,0.68,0.2 [0 – 0.68],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.20,,,0.027,,0.45,0.2 [0.027 – 0.45],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.22,,,0,,0.56,0.22 [0 – 0.56],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.22,,,0.022,,0.5,0.22 [0.022 – 0.5],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.23,,,0,,0.68,0.23 [0 – 0.68],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.24,,,0,,0.77,0.24 [0 – 0.77],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.24,,,0.015,,0.54,0.24 [0.015 – 0.54],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.28,,,0,,1.2,0.28 [0 – 1.2],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,NER,Niger,Year,2010,false,Sex,Male,MLE,,,,,,,,,,0.29,,,0,,1,0.29 [0 – 1],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.29,,,0.05,,0.71,0.29 [0.05 – 0.71],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.30,,,0.009,,0.79,0.3 [0.009 – 0.79],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,SLE,Sierra Leone,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.31,,,0,,0.9,0.31 [0 – 0.9],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,GIN,Guinea,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.31,,,0.002,,0.89,0.31 [0.002 – 0.89],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.32,,,0.057,,0.69,0.32 [0.057 – 0.69],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,MDV,Maldives,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.34,,,0.034,,0.72,0.34 [0.034 – 0.72],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.34,,,0.098,,0.67,0.34 [0.098 – 0.67],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2010,false,Sex,Male,MLE,,,,,,,,,,0.35,,,0,,1.19,0.35 [0 – 1.19],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,COM,Comoros,Year,2010,false,Sex,Male,MLE,,,,,,,,,,0.35,,,0,,1.21,0.35 [0 – 1.21],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MDG,Madagascar,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.37,,,0.072,,0.76,0.37 [0.072 – 0.76],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.38,,,0.075,,0.76,0.38 [0.075 – 0.76],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.39,,,0.092,,0.74,0.39 [0.092 – 0.74],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,TON,Tonga,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.40,,,0.023,,0.87,0.4 [0.023 – 0.87],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,SEN,Senegal,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.41,,,0,,1.12,0.41 [0 – 1.12],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.41,,,0.083,,0.79,0.41 [0.083 – 0.79],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MOZ,Mozambique,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.41,,,0.084,,0.8,0.41 [0.084 – 0.8],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2010,false,Sex,Male,MLE,,,,,,,,,,0.43,,,0,,1.37,0.43 [0 – 1.37],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,DZA,Algeria,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.44,,,0.003,,1.1,0.44 [0.003 – 1.1],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,ERI,Eritrea,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.44,,,0.12,,0.81,0.44 [0.12 – 0.81],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2010,false,Sex,Male,MLE,,,,,,,,,,0.45,,,0,,1.88,0.45 [0 – 1.88],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,RWA,Rwanda,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.46,,,0.1,,0.89,0.46 [0.1 – 0.89],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.47,,,0.13,,0.9,0.47 [0.13 – 0.9],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.48,,,0,,1.24,0.48 [0 – 1.24],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2010,false,Sex,Male,MLE,,,,,,,,,,0.48,,,0.015,,1.27,0.48 [0.015 – 1.27],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.49,,,0.17,,0.9,0.49 [0.17 – 0.9],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.50,,,0,,1.31,0.5 [0 – 1.31],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,ETH,Ethiopia,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.50,,,0.14,,0.96,0.5 [0.14 – 0.96],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,UZB,Uzbekistan,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.50,,,0.17,,0.85,0.5 [0.17 – 0.85],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.51,,,0.16,,0.94,0.51 [0.16 – 0.94],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,AZE,Azerbaijan,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.52,,,0.13,,0.99,0.52 [0.13 – 0.99],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,TUR,Türkiye,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.52,,,0.14,,0.94,0.52 [0.14 – 0.94],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.53,,,0.16,,1.01,0.53 [0.16 – 1.01],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,SLE,Sierra Leone,Year,2010,false,Sex,Male,MLE,,,,,,,,,,0.55,,,0,,1.59,0.55 [0 – 1.59],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,GIN,Guinea,Year,2010,false,Sex,Male,MLE,,,,,,,,,,0.55,,,0.004,,1.61,0.55 [0.004 – 1.61],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.58,,,0.06,,1.17,0.58 [0.06 – 1.17],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.60,,,0,,1.51,0.6 [0 – 1.51],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.65,,,0,,1.98,0.65 [0 – 1.98],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,TGO,Togo,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.67,,,0.21,,1.2,0.67 [0.21 – 1.2],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.68,,,0,,1.75,0.68 [0 – 1.75],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,TJK,Tajikistan,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.69,,,0.047,,1.45,0.69 [0.047 – 1.45],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,0.69,,,0.06,,1.55,0.69 [0.06 – 1.55],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,SEN,Senegal,Year,2010,false,Sex,Male,MLE,,,,,,,,,,0.74,,,0,,2,0.74 [0 – 2],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,DZA,Algeria,Year,2010,false,Sex,Male,MLE,,,,,,,,,,0.76,,,0.005,,1.9,0.76 [0.005 – 1.9],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,TKM,Turkmenistan,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.78,,,0.35,,1.24,0.78 [0.35 – 1.24],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,GTM,Guatemala,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.80,,,0.32,,1.34,0.8 [0.32 – 1.34],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2010,false,Sex,Male,MLE,,,,,,,,,,0.82,,,0,,2.13,0.82 [0 – 2.13],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,SGP,Singapore,Year,2010,false,Sex,Female,FMLE,,,,,,,,,,0.82,,,0.25,,1.47,0.82 [0.25 – 1.47],,WHO Global Information System on Alcohol and Health (GISAH),EN,2023-03-20 00:00:00
